,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
7777,Hyper Oz,Unknown Rooms: A Collection of Acoustic Songs,Chelsea Wolfe,2012-10-16,153309,26,0.247,0.171,0.247,0.334,0.0258,0.304,-10.772,0.0399,122.005,4
7778,Sunstorm,Unknown Rooms: A Collection of Acoustic Songs,Chelsea Wolfe,2012-10-16,175647,27,0.71,0.881,0.71,0.624,0.079,0.239,-9.579,0.0289,130.855,4
7779,Virginia Woolf Underwater (Bonus Track),Unknown Rooms: A Collection of Acoustic Songs,Chelsea Wolfe,2012-10-16,262000,36,0.471,0.758,0.471,0.186,0.284,0.262,-15.359,0.0321,76.047,4
7780,Gold (Bonus Track),Unknown Rooms: A Collection of Acoustic Songs,Chelsea Wolfe,2012-10-16,211825,27,0.441,0.794,0.441,0.301,0.0265,0.107,-9.725,0.0283,147.151,4
7781,Girls With English Accents,Unlearn,Fergus & Geronimo,2011-01-18,147586,6,0.509,0.135,0.509,0.562,0.00046,0.306,-8.071,0.0359,95.328,4
7782,Wanna Know What I Would Do?,Unlearn,Fergus & Geronimo,2011-01-18,200426,6,0.568,0.13,0.568,0.849,0.0016,0.15,-8.116,0.0372,139.329,4
7783,Powerful Lovin',Unlearn,Fergus & Geronimo,2011-01-18,165960,12,0.302,0.28,0.302,0.597,0.0184,0.111,-9.164,0.0321,178.59,3
7784,Baby Boomer/Could You Deliver,Unlearn,Fergus & Geronimo,2011-01-18,144533,3,0.26,0.591,0.26,0.484,0.758,0.483,-9.388,0.0514,64.905,4
7785,Michael Kelly,Unlearn,Fergus & Geronimo,2011-01-18,244280,3,0.485,0.183,0.485,0.776,0.509,0.633,-5.536,0.0335,122.328,4
7786,Baby Don't You Cry,Unlearn,Fergus & Geronimo,2011-01-18,166213,7,0.389,0.273,0.389,0.906,0.105,0.0658,-6.865,0.162,149.689,4
7787,Where the Walls are Made of Grass,Unlearn,Fergus & Geronimo,2011-01-18,156040,4,0.467,0.273,0.467,0.85,0.207,0.114,-9.168,0.0399,117.533,4
7788,World Never Stops,Unlearn,Fergus & Geronimo,2011-01-18,147186,2,0.509,0.0874,0.509,0.955,0.503,0.0945,-5.767,0.0473,154.482,4
7789,Forced Aloha,Unlearn,Fergus & Geronimo,2011-01-18,197200,2,0.463,0.0543,0.463,0.486,0.286,0.231,-11.001,0.0303,111.737,4
7790,Could You Deliver,Unlearn,Fergus & Geronimo,2011-01-18,77360,2,0.325,0.861,0.325,0.18,0.92,0.107,-15.754,0.0363,116.083,3
7791,Reprise,Unlearn,Fergus & Geronimo,2011-01-18,153413,4,0.19,0.228,0.19,0.51,0.000157,0.3,-7.574,0.0308,175.051,3
7792,Dust Devil,Unsound,Mission Of Burma,2012-07-09,117237,2,0.353,7.99e-05,0.353,0.937,0.00455,0.123,-5.584,0.121,128.267,4
7793,Semi-Pseudo-Sort-Of Plan,Unsound,Mission Of Burma,2012-07-09,253004,3,0.452,0.000353,0.452,0.956,0.018,0.0817,-4.646,0.0565,120.884,4
7794,Sectionals in Mourning,Unsound,Mission Of Burma,2012-07-09,178166,2,0.289,0.000121,0.289,0.943,7.63e-05,0.0763,-5.536,0.0569,143.982,4
7795,This Is Hi-Fi,Unsound,Mission Of Burma,2012-07-09,210813,2,0.548,0.0126,0.548,0.929,0.796,0.0792,-6.947,0.216,117.659,4
7796,Second Television,Unsound,Mission Of Burma,2012-07-09,219614,2,0.252,5.3e-05,0.252,0.976,0.119,0.166,-5.123,0.0898,138.204,4
7797,Part the Sea,Unsound,Mission Of Burma,2012-07-09,189776,1,0.336,0.00148,0.336,0.87,6.5e-06,0.104,-4.737,0.051,107.035,4
7798,Fell-->H2O,Unsound,Mission Of Burma,2012-07-09,233383,1,0.336,7.61e-05,0.336,0.953,0.318,0.179,-4.323,0.0957,108.538,4
7799,Add in Unison,Unsound,Mission Of Burma,2012-07-09,246549,1,0.24,0.000292,0.24,0.906,0.068,0.195,-6.101,0.087,172.072,4
7800,7's,Unsound,Mission Of Burma,2012-07-09,131610,1,0.209,8e-06,0.209,0.992,0.698,0.374,-5.341,0.149,172.068,4
7801,What They Tell Me,Unsound,Mission Of Burma,2012-07-09,155062,1,0.382,0.000269,0.382,0.924,0.000302,0.356,-3.938,0.07,142.94,4
7802,Opener,Unsound,Mission Of Burma,2012-07-09,136556,1,0.26,1.69e-06,0.26,0.973,0.684,0.349,-5.265,0.0764,165.057,4
7803,All In,Until The Quiet Comes,Flying Lotus,2012-10-01,178951,31,0.466,0.0651,0.466,0.704,0.862,0.115,-8.887,0.0608,140.129,4
7804,Getting There,Until The Quiet Comes,Flying Lotus,2012-10-01,109353,44,0.18,0.149,0.18,0.719,0.00037,0.131,-5.789,0.0993,163.801,4
7805,Until The Colours Come,Until The Quiet Comes,Flying Lotus,2012-10-01,67315,32,0.366,0.837,0.366,0.699,0.586,0.135,-8.137,0.0481,90.986,4
7806,Heave(n),Until The Quiet Comes,Flying Lotus,2012-10-01,142446,33,0.548,0.327,0.548,0.881,0.0,0.338,-7.303,0.491,46.483,4
7807,Tiny Tortures,Until The Quiet Comes,Flying Lotus,2012-10-01,183632,33,0.861,0.609,0.861,0.445,0.848,0.213,-12.116,0.241,151.076,4
7808,All The Secrets,Until The Quiet Comes,Flying Lotus,2012-10-01,116805,28,0.748,0.00198,0.748,0.274,0.818,0.116,-16.126,0.0841,145.767,3
7809,Sultan’s Request,Until The Quiet Comes,Flying Lotus,2012-10-01,101974,27,0.309,0.000405,0.309,0.398,0.896,0.163,-8.103,0.0398,72.099,4
7810,Putty Boy Strut,Until The Quiet Comes,Flying Lotus,2012-10-01,173687,37,0.723,0.103,0.723,0.432,0.218,0.0883,-7.891,0.418,163.973,4
7811,See Thru To U,Until The Quiet Comes,Flying Lotus,2012-10-01,144113,31,0.598,0.46,0.598,0.771,0.947,0.128,-7.536,0.0426,139.794,4
7812,Until The Quiet Comes,Until The Quiet Comes,Flying Lotus,2012-10-01,160814,29,0.72,0.122,0.72,0.814,0.389,0.328,-6.346,0.0451,154.018,3
7813,DMT Song,Until The Quiet Comes,Flying Lotus,2012-10-01,79202,38,0.152,0.886,0.152,0.334,0.408,0.133,-10.125,0.0298,168.267,4
7814,The Nightcaller,Until The Quiet Comes,Flying Lotus,2012-10-01,208992,28,0.35,0.00723,0.35,0.818,0.00341,0.34,-6.098,0.107,112.079,4
7815,Only If You Wanna,Until The Quiet Comes,Flying Lotus,2012-10-01,102368,27,0.417,0.838,0.417,0.464,0.958,0.17,-14.108,0.0271,88.388,4
7816,Electric Candyman,Until The Quiet Comes,Flying Lotus,2012-10-01,212464,31,0.521,0.239,0.521,0.796,0.452,0.35,-5.952,0.291,114.179,5
7817,Hunger,Until The Quiet Comes,Flying Lotus,2012-10-01,219514,27,0.266,0.522,0.266,0.574,0.736,0.324,-9.096,0.0345,103.785,5
7818,Phantasm,Until The Quiet Comes,Flying Lotus,2012-10-01,231183,25,0.406,0.705,0.406,0.74,0.82,0.174,-8.395,0.0848,62.732,4
7819,me Yesterday//Corded,Until The Quiet Comes,Flying Lotus,2012-10-01,279825,30,0.332,0.125,0.332,0.722,0.199,0.114,-8.251,0.198,95.701,4
7820,Dream To Me,Until The Quiet Comes,Flying Lotus,2012-10-01,96372,24,0.169,0.736,0.169,0.428,0.964,0.26,-10.069,0.0439,120.702,1
7821,Heavy Metal Detox,V,Wavves,2015-10-02,197253,33,0.359,0.00125,0.359,0.955,6.28e-05,0.113,-3.839,0.0886,163.93,4
7822,Way Too Much,V,Wavves,2015-10-02,153626,43,0.544,0.0172,0.544,0.883,0.0,0.339,-5.784,0.0663,82.04,4
7823,Pony,V,Wavves,2015-10-02,176840,29,0.381,0.00271,0.381,0.954,0.0,0.237,-2.236,0.0454,165.024,4
7824,All the Same,V,Wavves,2015-10-02,116906,32,0.276,8.66e-05,0.276,0.931,1.74e-05,0.169,-4.909,0.0466,172.25,4
7825,My Head Hurts,V,Wavves,2015-10-02,169520,45,0.479,8.97e-05,0.479,0.93,1.3e-06,0.111,-5.207,0.0614,110.021,4
7826,Redlead,V,Wavves,2015-10-02,210053,25,0.467,0.00052,0.467,0.882,0.000103,0.108,-5.826,0.0898,92.981,4
7827,Heart Attack,V,Wavves,2015-10-02,164333,25,0.511,0.00101,0.511,0.943,4.76e-05,0.33,-4.49,0.0664,145.984,4
7828,Flamezesz,V,Wavves,2015-10-02,145920,28,0.407,6.59e-05,0.407,0.862,3.33e-06,0.113,-4.641,0.0454,168.488,4
7829,Wait,V,Wavves,2015-10-02,153120,24,0.292,0.0679,0.292,0.943,0.0,0.352,-3.989,0.0653,163.657,4
7830,Tarantula,V,Wavves,2015-10-02,200706,38,0.394,9.84e-06,0.394,0.911,0.000698,0.364,-5.183,0.0619,164.088,4
7831,Cry Baby,V,Wavves,2015-10-02,192093,24,0.385,0.00424,0.385,0.905,0.00023,0.0749,-5.646,0.0775,168.034,4
7832,Gunshotta,Vapor City,Machinedrum,2013-09-30,346117,30,0.661,0.00436,0.661,0.788,0.728,0.242,-7.828,0.141,169.935,4
7833,Infinite Us,Vapor City,Machinedrum,2013-09-30,431465,26,0.515,0.00831,0.515,0.73,0.826,0.101,-11.946,0.0442,99.906,5
7834,Don’t 1 2 Lose U,Vapor City,Machinedrum,2013-09-30,257514,24,0.355,0.0392,0.355,0.737,0.896,0.101,-10.02,0.101,78.088,4
7835,Center Your Love,Vapor City,Machinedrum,2013-09-30,286083,36,0.639,0.147,0.639,0.879,0.599,0.106,-10.812,0.0511,150.023,4
7836,Vizion,Vapor City,Machinedrum,2013-09-30,158824,19,0.15,0.94,0.15,0.414,0.883,0.111,-15.679,0.0356,75.25,3
7837,Rise N Fall,Vapor City,Machinedrum,2013-09-30,335901,25,0.569,0.00124,0.569,0.765,0.394,0.0813,-6.693,0.0439,170.005,4
7838,SeeSea,Vapor City,Machinedrum,2013-09-30,256836,25,0.612,0.0133,0.612,0.674,0.0,0.0624,-8.238,0.346,80.023,4
7839,U Still Lie,Vapor City,Machinedrum,2013-09-30,268659,20,0.644,0.0834,0.644,0.757,0.937,0.121,-9.677,0.0339,120.034,1
7840,Eyesdontlie,Vapor City,Machinedrum,2013-09-30,398717,20,0.582,0.00232,0.582,0.887,0.872,0.0458,-7.896,0.0635,174.015,4
7841,Baby It's U,Vapor City,Machinedrum,2013-09-30,443586,18,0.305,0.614,0.305,0.484,0.859,0.0974,-11.643,0.249,90.053,4
7842,Hit Parade,Vega Intl. Night School,Neon Indian,2015-10-16,65156,7,0.405,0.00784,0.405,0.86,0.719,0.639,-8.038,0.554,105.669,4
7843,Annie,Vega Intl. Night School,Neon Indian,2015-10-16,242187,28,0.739,0.0227,0.739,0.848,0.0284,0.308,-6.246,0.0846,95.98,4
7844,Street Level,Vega Intl. Night School,Neon Indian,2015-10-16,241142,8,0.485,0.0245,0.485,0.829,0.0,0.754,-6.359,0.353,171.792,4
7845,Smut!,Vega Intl. Night School,Neon Indian,2015-10-16,207531,7,0.607,0.0353,0.607,0.908,0.000661,0.945,-4.699,0.267,96.013,4
7846,Bozo,Vega Intl. Night School,Neon Indian,2015-10-16,83362,6,0.751,0.142,0.751,0.943,0.0,0.704,-6.78,0.433,106.119,4
7847,The Glitzy Hive,Vega Intl. Night School,Neon Indian,2015-10-16,231442,13,0.595,0.134,0.595,0.941,0.00278,0.446,-5.41,0.175,108.017,4
7848,Dear Skorpio Magazine,Vega Intl. Night School,Neon Indian,2015-10-16,236815,14,0.691,0.262,0.691,0.896,0.000474,0.277,-4.929,0.0966,103.959,4
7849,Slumlord,Vega Intl. Night School,Neon Indian,2015-10-16,315595,25,0.629,0.228,0.629,0.98,0.00664,0.487,-4.914,0.0582,108.003,4
7850,Slumlord's Re-lease,Vega Intl. Night School,Neon Indian,2015-10-16,145997,9,0.61,0.00169,0.61,0.941,0.0536,0.199,-4.454,0.0367,107.985,4
7851,Techno Clique,Vega Intl. Night School,Neon Indian,2015-10-16,272318,10,0.649,0.0152,0.649,0.775,0.00444,0.231,-6.33,0.0865,114.012,4
7852,Baby's Eyes,Vega Intl. Night School,Neon Indian,2015-10-16,386058,19,0.557,0.153,0.557,0.595,0.000401,0.312,-6.703,0.0339,139.966,4
7853,C'est La Vie (Say The Casualties!),Vega Intl. Night School,Neon Indian,2015-10-16,183469,7,0.599,0.0264,0.599,0.788,0.000102,0.475,-4.348,0.0468,118.079,4
7854,61 Cygni Ave,Vega Intl. Night School,Neon Indian,2015-10-16,244835,6,0.541,0.0392,0.541,0.797,8.43e-05,0.673,-6.374,0.0635,94.02,4
7855,News From The Sun - Live Bootleg,Vega Intl. Night School,Neon Indian,2015-10-16,233238,5,0.626,0.155,0.626,0.885,0.547,0.2,-4.849,0.0689,92.028,4
7856,The One,Vertikal,Cult Of Luna,2013-01-29,126106,13,0.256,0.681,0.256,0.149,0.919,0.1,-20.401,0.0325,80.106,3
7857,The Weapon,Vertikal,Cult Of Luna,2013-01-29,559533,16,0.327,0.000462,0.327,0.925,0.0529,0.219,-5.572,0.0497,156.048,3
7858,Vicarious Redemption,Vertikal,Cult Of Luna,2013-01-29,1124973,14,0.419,0.00174,0.419,0.633,0.722,0.156,-8.477,0.0383,111.993,4
7859,The Sweep,Vertikal,Cult Of Luna,2013-01-29,160840,10,0.189,0.578,0.189,0.386,0.971,0.117,-14.838,0.0437,89.508,4
7860,Synchronicity,Vertikal,Cult Of Luna,2013-01-29,433346,12,0.533,0.000403,0.533,0.671,0.353,0.115,-6.619,0.032,121.018,3
7861,Mute Departure,Vertikal,Cult Of Luna,2013-01-29,546600,12,0.361,0.00268,0.361,0.674,0.657,0.0995,-7.788,0.0393,150.006,4
7862,Disharmonia,Vertikal,Cult Of Luna,2013-01-29,45160,9,0.44,0.996,0.44,0.00719,0.786,0.13,-31.401,0.0486,69.701,3
7863,In Awe of,Vertikal,Cult Of Luna,2013-01-29,596573,14,0.416,0.000523,0.416,0.942,0.507,0.339,-5.785,0.0811,114.017,4
7864,Passing Through,Vertikal,Cult Of Luna,2013-01-29,341866,12,0.216,0.0322,0.216,0.259,0.924,0.135,-12.27,0.0363,77.653,4
7865,Keep The Family Close,Views,Drake,2016-05-06,328906,61,0.378,0.149,0.378,0.566,0.0,0.382,-7.685,0.0482,87.691,3
7866,9,Views,Drake,2016-05-06,255786,64,0.68,0.000803,0.68,0.712,0.000612,0.237,-7.184,0.0453,100.009,4
7867,U With Me?,Views,Drake,2016-05-06,297373,63,0.429,0.338,0.429,0.43,1.18e-05,0.138,-11.373,0.165,174.983,4
7868,Feel No Ways,Views,Drake,2016-05-06,240653,74,0.582,0.0312,0.582,0.677,6.6e-06,0.122,-7.081,0.172,193.818,4
7869,Hype,Views,Drake,2016-05-06,209413,63,0.787,0.0253,0.787,0.635,0.0,0.357,-8.271,0.155,130.018,4
7870,Weston Road Flows,Views,Drake,2016-05-06,253533,62,0.623,0.0635,0.623,0.74,0.0,0.366,-6.942,0.307,82.877,4
7871,Redemption,Views,Drake,2016-05-06,333946,66,0.694,0.611,0.694,0.314,2.07e-06,0.117,-7.82,0.116,119.905,4
7872,With You,Views,Drake,2016-05-06,195053,64,0.878,0.134,0.878,0.406,0.000234,0.112,-9.961,0.248,128.014,4
7873,Faithful,Views,Drake,2016-05-06,290133,60,0.536,0.11,0.536,0.449,1.49e-05,0.284,-10.499,0.103,99.889,4
7874,Still Here,Views,Drake,2016-05-06,189853,67,0.834,0.0258,0.834,0.433,0.0,0.633,-9.607,0.174,133.938,3
7875,Controlla,Views,Drake,2016-05-06,245226,75,0.59,0.0789,0.59,0.468,0.0,0.101,-11.083,0.185,92.287,4
7876,One Dance,Views,Drake,2016-05-06,173986,86,0.792,0.00776,0.792,0.625,0.0018,0.329,-5.609,0.0536,103.967,4
7877,Grammys,Views,Drake,2016-05-06,220426,62,0.676,0.00163,0.676,0.432,3.84e-06,0.0799,-9.51,0.502,145.869,4
7878,Childs Play,Views,Drake,2016-05-06,241400,68,0.746,0.0175,0.746,0.475,1.1e-05,0.197,-11.243,0.113,80.006,4
7879,Pop Style,Views,Drake,2016-05-06,212946,66,0.713,0.192,0.713,0.462,2.16e-06,0.105,-10.027,0.123,133.053,4
7880,Too Good,Views,Drake,2016-05-06,263373,75,0.794,0.0489,0.794,0.653,4.88e-05,0.1,-7.839,0.104,117.996,4
7881,Summers Over Interlude,Views,Drake,2016-05-06,106333,62,0.699,0.405,0.699,0.255,0.00242,0.0985,-8.647,0.0303,132.031,3
7882,Fire & Desire,Views,Drake,2016-05-06,238120,71,0.722,0.0671,0.722,0.252,0.0,0.0852,-14.411,0.0761,79.923,4
7883,Views,Views,Drake,2016-05-06,311960,60,0.395,0.0657,0.395,0.852,0.0,0.262,-5.896,0.37,76.428,4
7884,Hotline Bling,Views,Drake,2016-05-06,267066,80,0.891,0.00258,0.891,0.628,0.00019,0.0504,-7.863,0.0551,134.966,4
7885,Prism,Virgins,Tim Hecker,2013-10-15,173493,9,0.061,0.0524,0.061,0.709,0.995,0.59,-9.449,0.0592,56.444,4
7886,Virginal I,Virgins,Tim Hecker,2013-10-15,376813,9,0.477,0.0376,0.477,0.543,0.548,0.436,-10.324,0.0307,119.395,4
7887,Radiance,Virgins,Tim Hecker,2013-10-15,202973,8,0.182,0.797,0.182,0.378,0.95,0.307,-12.966,0.0351,75.098,4
7888,Live Room,Virgins,Tim Hecker,2013-10-15,421973,8,0.348,0.0214,0.348,0.806,0.912,0.118,-8.885,0.0494,119.595,3
7889,Live Room Out,Virgins,Tim Hecker,2013-10-15,157360,9,0.161,0.952,0.161,0.0285,0.979,0.115,-20.632,0.0493,129.524,1
7890,Virginal II,Virgins,Tim Hecker,2013-10-15,323680,6,0.397,0.483,0.397,0.659,0.98,0.21,-10.718,0.0398,119.991,4
7891,Black Refraction,Virgins,Tim Hecker,2013-10-15,213760,10,0.218,0.99,0.218,0.0579,0.924,0.11,-26.215,0.0305,170.207,3
7892,Incense At Abu Ghraib,Virgins,Tim Hecker,2013-10-15,113600,5,0.182,0.00226,0.182,0.322,0.133,0.468,-22.267,0.0509,62.242,4
7893,Amps Drugs Harmonium,Virgins,Tim Hecker,2013-10-15,183213,7,0.106,0.951,0.106,0.535,0.173,0.391,-10.496,0.0471,60.063,4
7894,Stigmata I,Virgins,Tim Hecker,2013-10-15,138306,5,0.0976,0.194,0.0976,0.577,0.98,0.275,-12.068,0.0878,161.213,3
7895,Stigmata II,Virgins,Tim Hecker,2013-10-15,236120,6,0.244,0.928,0.244,0.238,0.918,0.146,-21.349,0.0522,106.383,3
7896,Stab Variation,Virgins,Tim Hecker,2013-10-15,392853,6,0.146,0.289,0.146,0.701,0.823,0.164,-11.815,0.0658,142.209,4
7897,Infinite Love without Fulfilment,Visions,Grimes,2012-03-12,95346,4,0.797,0.0632,0.797,0.657,0.705,0.092,-7.702,0.132,118.011,4
7898,Genesis,Visions,Grimes,2012-03-12,255320,8,0.611,0.0764,0.611,0.677,0.0698,0.241,-6.745,0.034,166.04,4
7899,Oblivion,Visions,Grimes,2012-03-12,251266,7,0.697,0.115,0.697,0.529,0.896,0.0895,-8.838,0.0338,155.974,4
7900,Eight,Visions,Grimes,2012-03-12,107853,4,0.654,0.0638,0.654,0.697,3.13e-05,0.109,-10.136,0.141,103.03,4
7901,Circumambient,Visions,Grimes,2012-03-12,223026,4,0.751,0.0475,0.751,0.679,0.374,0.173,-7.474,0.122,125.983,4
7902,Vowels = space and time,Visions,Grimes,2012-03-12,261120,3,0.701,0.139,0.701,0.822,0.052,0.0726,-6.13,0.0367,129.031,4
7903,Visiting Statue,Visions,Grimes,2012-03-12,118853,2,0.802,0.483,0.802,0.639,0.876,0.0959,-11.316,0.0447,140.016,4
7904,Be a Body,Visions,Grimes,2012-03-12,260413,3,0.736,0.265,0.736,0.582,0.67,0.101,-9.643,0.0486,140.044,4
7905,Colour of Moonlight (Antiochus),Visions,Grimes,2012-03-12,239706,2,0.762,0.11,0.762,0.901,0.0217,0.261,-7.299,0.0682,129.006,4
7906,Symphonia IX (My Wait Is U),Visions,Grimes,2012-03-12,292506,2,0.798,0.0678,0.798,0.451,0.656,0.0919,-9.592,0.0375,134.994,4
7907,Nightmusic,Visions,Grimes,2012-03-12,238293,3,0.633,4.21e-05,0.633,0.747,0.858,0.137,-7.396,0.0358,141.997,4
7908,Skin,Visions,Grimes,2012-03-12,369493,2,0.585,0.236,0.585,0.37,0.366,0.137,-11.122,0.0336,161.997,4
7909,Know the Way,Visions,Grimes,2012-03-12,104880,1,0.394,0.259,0.394,0.551,0.000528,0.374,-13.196,0.0464,120.276,4
7910,Life After Death,Visions,Grimes,2012-03-12,178400,1,0.664,0.0542,0.664,0.588,0.342,0.12,-9.161,0.0624,139.97,4
7911,Ambrosia,Visions,Grimes,2012-03-12,211946,1,0.789,0.401,0.789,0.529,0.032,0.116,-10.61,0.0572,129.032,4
7912,Doorway,W,Planningtorock,2011-05-24,215760,0,0.951,0.256,0.951,0.701,0.385,0.139,-7.722,0.0631,113.073,3
7913,The One,W,Planningtorock,2011-05-24,286146,0,0.591,0.235,0.591,0.541,0.00163,0.078,-8.883,0.0425,119.78,4
7914,Manifesto,W,Planningtorock,2011-05-24,207560,0,0.8,0.47,0.8,0.476,0.012,0.104,-7.946,0.0491,134.826,4
7915,Going Wrong,W,Planningtorock,2011-05-24,300466,0,0.505,0.877,0.505,0.383,0.823,0.11,-11.105,0.0368,163.846,4
7916,I Am Your Man,W,Planningtorock,2011-05-24,251706,0,0.647,0.274,0.647,0.929,0.234,0.124,-6.682,0.0789,112.97,4
7917,The Breaks,W,Planningtorock,2011-05-24,279986,0,0.381,0.109,0.381,0.612,0.0225,0.114,-6.424,0.049,79.888,4
7918,Living It Out,W,Planningtorock,2011-05-24,275226,0,0.772,0.528,0.772,0.801,0.0592,0.0979,-6.593,0.043,119.999,4
7919,Milky Blau,W,Planningtorock,2011-05-24,247200,0,0.705,0.39,0.705,0.391,0.0104,0.127,-6.483,0.0313,112.219,4
7920,Jam,W,Planningtorock,2011-05-24,277520,0,0.447,0.124,0.447,0.828,0.0,0.132,-7.382,0.0556,124.282,4
7921,Black Thumber,W,Planningtorock,2011-05-24,326160,0,0.684,0.737,0.684,0.325,0.0,0.655,-7.804,0.0336,110.506,4
7922,Janine,W,Planningtorock,2011-05-24,129586,0,0.555,0.833,0.555,0.0522,0.0894,0.104,-14.034,0.0573,134.948,4
7923,9,W,Planningtorock,2011-05-24,276080,0,0.337,0.766,0.337,0.647,0.00622,0.0961,-5.547,0.0333,180.171,3
7924,My Country,W H O K I L L,Tune-Yards,2011-04-27,220160,1,0.651,0.0109,0.651,0.822,0.0966,0.796,-7.008,0.179,120.059,4
7925,Es-so,W H O K I L L,Tune-Yards,2011-04-27,209533,0,0.72,0.351,0.72,0.735,0.65,0.393,-6.316,0.183,91.551,4
7926,Gangsta,W H O K I L L,Tune-Yards,2011-04-27,238866,2,0.697,0.0983,0.697,0.758,0.0251,0.79,-6.841,0.086,101.957,4
7927,Powa,W H O K I L L,Tune-Yards,2011-04-27,303800,0,0.752,0.675,0.752,0.315,7.66e-05,0.129,-7.459,0.0323,109.614,4
7928,Riotriot,W H O K I L L,Tune-Yards,2011-04-27,253040,0,0.634,0.618,0.634,0.522,0.0716,0.0885,-9.775,0.036,93.991,4
7929,Bizness,W H O K I L L,Tune-Yards,2011-04-27,263733,0,0.76,0.194,0.76,0.76,0.00174,0.113,-5.964,0.0508,111.018,4
7930,Doorstep,W H O K I L L,Tune-Yards,2011-04-27,256666,0,0.747,0.436,0.747,0.731,0.0162,0.106,-7.503,0.0565,143.416,4
7931,You Yes You,W H O K I L L,Tune-Yards,2011-04-27,213026,0,0.627,0.0405,0.627,0.714,0.00704,0.432,-6.364,0.0885,115.068,4
7932,Wooly Wolly Gong,W H O K I L L,Tune-Yards,2011-04-27,366973,0,0.709,0.965,0.709,0.261,0.111,0.101,-13.641,0.0355,159.994,4
7933,Killa,W H O K I L L,Tune-Yards,2011-04-27,192200,0,0.831,0.237,0.831,0.67,0.00963,0.223,-7.293,0.057,115.977,4
7934,Party Can,W H O K I L L,Tune-Yards,2011-04-27,187878,0,0.726,0.7,0.726,0.35,0.0129,0.397,-11.028,0.0899,105.463,4
7935,Doordub,W H O K I L L,Tune-Yards,2011-04-27,254691,0,0.733,0.671,0.733,0.36,0.00427,0.108,-15.915,0.0765,143.405,4
7936,Powa - Live at Landlocked,W H O K I L L,Tune-Yards,2011-04-27,316843,0,0.622,0.736,0.622,0.326,0.000214,0.11,-6.483,0.0745,116.543,4
7937,Tell Me,Waiting for Something to Happen,Veronica Falls,2013-02-12,208066,8,0.214,0.00983,0.214,0.705,0.763,0.177,-6.884,0.0313,155.916,4
7938,Teenage,Waiting for Something to Happen,Veronica Falls,2013-02-12,171572,22,0.292,0.292,0.292,0.845,0.846,0.219,-5.877,0.0433,141.972,4
7939,Broken Toy,Waiting for Something to Happen,Veronica Falls,2013-02-12,143360,13,0.339,0.0541,0.339,0.881,0.00619,0.164,-5.285,0.0362,161.165,4
7940,Shooting Star,Waiting for Something to Happen,Veronica Falls,2013-02-12,151742,9,0.599,0.31,0.599,0.52,0.886,0.108,-10.756,0.0269,96.543,4
7941,Waiting for Something to Happen,Waiting for Something to Happen,Veronica Falls,2013-02-12,187083,12,0.253,0.00246,0.253,0.921,0.385,0.347,-6.658,0.0473,153.351,4
7942,If You Still Want Me,Waiting for Something to Happen,Veronica Falls,2013-02-12,187222,13,0.37,0.134,0.37,0.92,0.733,0.206,-6.707,0.0345,150.343,4
7943,My Heart Beats,Waiting for Something to Happen,Veronica Falls,2013-02-12,179768,9,0.307,0.000683,0.307,0.742,0.00103,0.0887,-5.126,0.0361,79.379,4
7944,Everybody's Changing,Waiting for Something to Happen,Veronica Falls,2013-02-12,168042,8,0.512,0.00119,0.512,0.971,0.196,0.348,-5.64,0.0394,134.852,4
7945,Buried Alive,Waiting for Something to Happen,Veronica Falls,2013-02-12,178770,9,0.394,0.0426,0.394,0.91,0.737,0.199,-6.168,0.0337,154.93,4
7946,Falling Out,Waiting for Something to Happen,Veronica Falls,2013-02-12,167694,8,0.374,0.446,0.374,0.871,0.677,0.0872,-7.261,0.0269,146.435,4
7947,So Tired,Waiting for Something to Happen,Veronica Falls,2013-02-12,120441,7,0.418,0.0699,0.418,0.949,0.075,0.0772,-5.486,0.0484,152.05,4
7948,Daniel,Waiting for Something to Happen,Veronica Falls,2013-02-12,116076,7,0.496,0.976,0.496,0.365,0.0293,0.158,-10.832,0.0311,116.624,4
7949,Last Conversation,Waiting for Something to Happen,Veronica Falls,2013-02-12,239120,6,0.235,0.0481,0.235,0.626,0.783,0.117,-7.588,0.0342,129.581,4
7950,Wakin On A Pretty Day,Wakin On A Pretty Daze,Kurt Vile,2013-04-08,570733,59,0.38,0.0472,0.38,0.781,0.749,0.265,-8.162,0.0341,101.7,4
7951,KV Crimes,Wakin On A Pretty Daze,Kurt Vile,2013-04-08,237933,40,0.538,0.0458,0.538,0.632,0.803,0.203,-6.766,0.0367,98.424,4
7952,Was All Talk,Wakin On A Pretty Daze,Kurt Vile,2013-04-08,461706,35,0.501,0.00187,0.501,0.892,0.352,0.15,-7.836,0.0397,94.971,4
7953,Girl Called Alex,Wakin On A Pretty Daze,Kurt Vile,2013-04-08,379493,37,0.174,0.12,0.174,0.749,0.82,0.139,-9.528,0.0595,84.83,4
7954,Never Run Away,Wakin On A Pretty Daze,Kurt Vile,2013-04-08,204680,37,0.573,0.176,0.573,0.784,0.0,0.11,-5.927,0.0437,107.723,4
7955,Pure Pain,Wakin On A Pretty Daze,Kurt Vile,2013-04-08,308480,34,0.361,0.305,0.361,0.749,0.0592,0.416,-7.159,0.0372,107.193,4
